Case;Atividade;Inicio;Fim;Tempo(s);;
1910;Alimentacao de Maquina;22/02/2012 05:59:30;22/02/2012 05:59:40;10;;
1910;Retirada do Produto;22/02/2012 05:59:31;22/02/2012 05:59:31;0;;
1910;Parada de curta duracao;22/02/2012 05:59:40;22/02/2012 05:59:46;6;;
1911;Maquina trabalhando;22/02/2012 05:59:46;22/02/2012 06:00:29;43;;
1911;Alimentacao de Maquina;22/02/2012 06:00:29;22/02/2012 06:00:39;10;;
1911;Retirada do Produto;22/02/2012 06:00:30;22/02/2012 06:00:30;0;;
1911;Parada de curta duracao;22/02/2012 06:00:39;22/02/2012 06:00:44;5;;
1912;Maquina trabalhando;22/02/2012 06:00:44;22/02/2012 06:01:28;44;;
1912;Alimentacao de Maquina;22/02/2012 06:01:27;22/02/2012 06:01:37;10;;
1912;Retirada do Produto;22/02/2012 06:01:28;22/02/2012 06:01:28;0;;
1912;Parada de curta duracao;22/02/2012 06:01:37;22/02/2012 06:01:43;6;;
1913;Maquina trabalhando;22/02/2012 06:01:43;22/02/2012 06:02:26;43;;
1913;Retirada do Produto;22/02/2012 06:02:26;22/02/2012 06:02:26;0;;
1913;Alimentacao de Maquina;22/02/2012 06:02:26;22/02/2012 06:02:36;10;;
1913;Parada de curta duracao;22/02/2012 06:02:36;22/02/2012 06:02:45;9;;
1914;Maquina trabalhando;22/02/2012 06:02:45;22/02/2012 06:03:29;44;;
1914;Retirada do Produto;22/02/2012 06:03:29;22/02/2012 06:03:29;0;;
1914;Alimentacao de Maquina;22/02/2012 06:03:29;22/02/2012 06:03:39;10;;
1914;Parada de curta duracao;22/02/2012 06:03:39;22/02/2012 06:03:44;5;;
1915;Maquina trabalhando;22/02/2012 06:03:44;22/02/2012 06:04:28;44;;
1915;Retirada do Produto;22/02/2012 06:04:28;22/02/2012 06:04:28;0;;
1915;Alimentacao de Maquina;22/02/2012 06:04:28;22/02/2012 06:04:38;10;;
1915;Parada de curta duracao;22/02/2012 06:04:38;22/02/2012 06:06:25;107;;
1916;Maquina trabalhando;22/02/2012 06:06:25;22/02/2012 06:07:08;43;;
1916;Retirada do Produto;22/02/2012 06:07:08;22/02/2012 06:07:08;0;;
1916;Alimentacao de Maquina;22/02/2012 06:07:08;22/02/2012 06:07:18;10;;
1916;Parada de curta duracao;22/02/2012 06:07:18;22/02/2012 06:07:25;7;;
1917;Maquina trabalhando;22/02/2012 06:07:25;22/02/2012 06:08:08;43;;
1917;Alimentacao de Maquina;22/02/2012 06:08:08;22/02/2012 06:08:18;10;;
1917;Retirada do Produto;22/02/2012 06:08:09;22/02/2012 06:08:09;0;;
1917;Parada de curta duracao;22/02/2012 06:08:18;22/02/2012 06:08:27;9;;
1918;Maquina trabalhando;22/02/2012 06:08:28;22/02/2012 06:09:11;43;;
1918;Retirada do Produto;22/02/2012 06:09:11;22/02/2012 06:09:11;0;;
1918;Alimentacao de Maquina;22/02/2012 06:09:11;22/02/2012 06:09:21;10;;
1918;Parada de curta duracao;22/02/2012 06:09:21;22/02/2012 06:09:33;12;;
1919;Maquina trabalhando;22/02/2012 06:09:33;22/02/2012 06:10:16;43;;
1919;Retirada do Produto;22/02/2012 06:10:16;22/02/2012 06:10:16;0;;
1919;Alimentacao de Maquina;22/02/2012 06:10:16;22/02/2012 06:10:26;10;;
1919;Parada de curta duracao;22/02/2012 06:10:26;22/02/2012 06:10:33;7;;
1920;Maquina trabalhando;22/02/2012 06:10:33;22/02/2012 06:11:17;44;;
1920;Retirada do Produto;22/02/2012 06:11:17;22/02/2012 06:11:17;0;;
1920;Alimentacao de Maquina;22/02/2012 06:11:17;22/02/2012 06:11:27;10;;
1920;Parada de curta duracao;22/02/2012 06:11:27;22/02/2012 06:11:32;5;;
1921;Maquina trabalhando;22/02/2012 06:11:32;22/02/2012 06:12:16;44;;
1921;Retirada do Produto;22/02/2012 06:12:16;22/02/2012 06:12:16;0;;
1921;Alimentacao de Maquina;22/02/2012 06:12:16;22/02/2012 06:12:26;10;;
1921;Parada de curta duracao;22/02/2012 06:12:26;22/02/2012 06:12:30;4;;
1922;Maquina trabalhando;22/02/2012 06:12:30;22/02/2012 06:13:14;44;;
1922;Retirada do Produto;22/02/2012 06:13:14;22/02/2012 06:13:14;0;;
1922;Alimentacao de Maquina;22/02/2012 06:13:14;22/02/2012 06:13:24;10;;
1922;Parada de curta duracao;22/02/2012 06:13:24;22/02/2012 06:13:29;5;;
1923;Maquina trabalhando;22/02/2012 06:13:29;22/02/2012 06:14:13;44;;
1923;Retirada do Produto;22/02/2012 06:14:13;22/02/2012 06:14:13;0;;
1923;Alimentacao de Maquina;22/02/2012 06:14:13;22/02/2012 06:14:23;10;;
1923;Parada de curta duracao;22/02/2012 06:14:23;22/02/2012 06:14:29;6;;
1924;Maquina trabalhando;22/02/2012 06:14:29;22/02/2012 06:15:12;43;;
1924;Alimentacao de Maquina;22/02/2012 06:15:12;22/02/2012 06:15:22;10;;
1924;Retirada do Produto;22/02/2012 06:15:13;22/02/2012 06:15:13;0;;
1924;Parada de curta duracao;22/02/2012 06:15:22;22/02/2012 06:15:27;5;;
1925;Maquina trabalhando;22/02/2012 06:15:28;22/02/2012 06:16:11;43;;
1925;Retirada do Produto;22/02/2012 06:16:11;22/02/2012 06:16:11;0;;
1925;Alimentacao de Maquina;22/02/2012 06:16:11;22/02/2012 06:16:21;10;;
1925;Parada de curta duracao;22/02/2012 06:16:21;22/02/2012 06:16:47;26;;
1926;Maquina trabalhando;22/02/2012 06:16:47;22/02/2012 06:17:30;43;;
1926;Alimentacao de Maquina;22/02/2012 06:17:30;22/02/2012 06:17:40;10;;
1926;Retirada do Produto;22/02/2012 06:17:31;22/02/2012 06:17:31;0;;
1926;Parada de curta duracao;22/02/2012 06:17:40;22/02/2012 06:17:52;12;;
1927;Maquina trabalhando;22/02/2012 06:17:52;22/02/2012 06:18:35;43;;
1927;Alimentacao de Maquina;22/02/2012 06:18:35;22/02/2012 06:18:45;10;;
1927;Retirada do Produto;22/02/2012 06:18:36;22/02/2012 06:18:36;0;;
1927;Parada de curta duracao;22/02/2012 06:18:45;22/02/2012 06:18:51;6;;
1928;Maquina trabalhando;22/02/2012 06:18:51;22/02/2012 06:19:34;43;;
1928;Alimentacao de Maquina;22/02/2012 06:19:34;22/02/2012 06:19:44;10;;
1928;Retirada do Produto;22/02/2012 06:19:35;22/02/2012 06:19:35;0;;
1928;Parada de curta duracao;22/02/2012 06:19:44;22/02/2012 06:19:51;7;;
1929;Maquina trabalhando;22/02/2012 06:19:51;22/02/2012 06:20:34;43;;
1929;Alimentacao de Maquina;22/02/2012 06:20:34;22/02/2012 06:20:44;10;;
1929;Retirada do Produto;22/02/2012 06:20:35;22/02/2012 06:20:35;0;;
1929;Parada de curta duracao;22/02/2012 06:20:44;22/02/2012 06:20:49;5;;
1930;Maquina trabalhando;22/02/2012 06:20:49;22/02/2012 06:21:32;43;;
1930;Retirada do Produto;22/02/2012 06:21:32;22/02/2012 06:21:32;0;;
1930;Alimentacao de Maquina;22/02/2012 06:21:32;22/02/2012 06:21:42;10;;
1930;Parada de curta duracao;22/02/2012 06:21:42;22/02/2012 06:22:14;32;;
1931;Maquina trabalhando;22/02/2012 06:22:14;22/02/2012 06:22:58;44;;
1931;Retirada do Produto;22/02/2012 06:22:58;22/02/2012 06:22:58;0;;
1931;Alimentacao de Maquina;22/02/2012 06:22:58;22/02/2012 06:23:08;10;;
1931;Parada de curta duracao;22/02/2012 06:23:08;22/02/2012 06:23:37;29;;
1932;Maquina trabalhando;22/02/2012 06:23:38;22/02/2012 06:24:21;43;;
1932;Retirada do Produto;22/02/2012 06:24:21;22/02/2012 06:24:21;0;;
1932;Alimentacao de Maquina;22/02/2012 06:24:21;22/02/2012 06:24:31;10;;
1932;Parada de curta duracao;22/02/2012 06:24:31;22/02/2012 06:24:37;6;;
1933;Maquina trabalhando;22/02/2012 06:24:37;22/02/2012 06:25:21;44;;
1933;Retirada do Produto;22/02/2012 06:25:21;22/02/2012 06:25:21;0;;
1933;Alimentacao de Maquina;22/02/2012 06:25:21;22/02/2012 06:25:31;10;;
1933;Parada de curta duracao;22/02/2012 06:25:31;22/02/2012 06:25:36;5;;
1934;Maquina trabalhando;22/02/2012 06:25:36;22/02/2012 06:26:20;44;;
1934;Retirada do Produto;22/02/2012 06:26:20;22/02/2012 06:26:20;0;;
1934;Alimentacao de Maquina;22/02/2012 06:26:20;22/02/2012 06:26:30;10;;
1934;Parada de curta duracao;22/02/2012 06:26:30;22/02/2012 06:26:36;6;;
1935;Maquina trabalhando;22/02/2012 06:26:36;22/02/2012 06:27:20;44;;
1935;Alimentacao de Maquina;22/02/2012 06:27:20;22/02/2012 06:27:30;10;;
1935;Retirada do Produto;22/02/2012 06:27:21;22/02/2012 06:27:21;0;;
1935;Parada de curta duracao;22/02/2012 06:27:30;22/02/2012 06:27:36;6;;
1936;Maquina trabalhando;22/02/2012 06:27:36;22/02/2012 06:28:19;43;;
1936;Alimentacao de Maquina;22/02/2012 06:28:19;22/02/2012 06:28:29;10;;
1936;Retirada do Produto;22/02/2012 06:28:20;22/02/2012 06:28:20;0;;
1936;Parada de curta duracao;22/02/2012 06:28:29;22/02/2012 06:28:34;5;;
1937;Maquina trabalhando;22/02/2012 06:28:34;22/02/2012 06:29:17;43;;
1937;Alimentacao de Maquina;22/02/2012 06:29:17;22/02/2012 06:29:27;10;;
1937;Retirada do Produto;22/02/2012 06:29:18;22/02/2012 06:29:18;0;;
1937;Parada de curta duracao;22/02/2012 06:29:27;22/02/2012 06:29:31;4;;
1938;Maquina trabalhando;22/02/2012 06:29:31;22/02/2012 06:30:14;43;;
1938;Alimentacao de Maquina;22/02/2012 06:30:14;22/02/2012 06:30:24;10;;
1938;Retirada do Produto;22/02/2012 06:30:15;22/02/2012 06:30:15;0;;
1938;Parada de curta duracao;22/02/2012 06:30:24;22/02/2012 06:30:27;3;;
1939;Maquina trabalhando;22/02/2012 06:30:28;22/02/2012 06:31:11;43;;
1939;Retirada do Produto;22/02/2012 06:31:11;22/02/2012 06:31:11;0;;
1939;Alimentacao de Maquina;22/02/2012 06:31:11;22/02/2012 06:31:21;10;;
1939;Parada de curta duracao;22/02/2012 06:31:21;22/02/2012 06:31:27;6;;
1940;Maquina trabalhando;22/02/2012 06:31:27;22/02/2012 06:32:11;44;;
1940;Retirada do Produto;22/02/2012 06:32:11;22/02/2012 06:32:11;0;;
1940;Alimentacao de Maquina;22/02/2012 06:32:11;22/02/2012 06:32:21;10;;
1940;Parada de curta duracao;22/02/2012 06:32:21;22/02/2012 06:32:23;2;;
1941;Maquina trabalhando;22/02/2012 06:32:24;22/02/2012 06:33:07;43;;
1941;Retirada do Produto;22/02/2012 06:33:07;22/02/2012 06:33:07;0;;
1941;Alimentacao de Maquina;22/02/2012 06:33:07;22/02/2012 06:33:17;10;;
1941;Parada de curta duracao;22/02/2012 06:33:17;22/02/2012 06:33:27;10;;
1942;Maquina trabalhando;22/02/2012 06:33:27;22/02/2012 06:34:10;43;;
1942;Retirada do Produto;22/02/2012 06:34:10;22/02/2012 06:34:10;0;;
1942;Alimentacao de Maquina;22/02/2012 06:34:10;22/02/2012 06:34:20;10;;
1942;Parada de curta duracao;22/02/2012 06:34:20;22/02/2012 06:34:27;7;;
1943;Maquina trabalhando;22/02/2012 06:34:27;22/02/2012 06:35:10;43;;
1943;Retirada do Produto;22/02/2012 06:35:10;22/02/2012 06:35:10;0;;
1943;Alimentacao de Maquina;22/02/2012 06:35:10;22/02/2012 06:35:20;10;;
1943;Parada de curta duracao;22/02/2012 06:35:20;22/02/2012 06:35:24;4;;
1944;Maquina trabalhando;22/02/2012 06:35:24;22/02/2012 06:36:07;43;;
1944;Alimentacao de Maquina;22/02/2012 06:36:07;22/02/2012 06:36:17;10;;
1944;Retirada do Produto;22/02/2012 06:36:08;22/02/2012 06:36:08;0;;
1944;Parada de curta duracao;22/02/2012 06:36:17;22/02/2012 06:36:22;5;;
1945;Maquina trabalhando;22/02/2012 06:36:22;22/02/2012 06:37:06;44;;
1945;Retirada do Produto;22/02/2012 06:37:06;22/02/2012 06:37:06;0;;
1945;Alimentacao de Maquina;22/02/2012 06:37:06;22/02/2012 06:37:16;10;;
1945;Parada de curta duracao;22/02/2012 06:37:16;22/02/2012 06:37:19;3;;
1946;Maquina trabalhando;22/02/2012 06:37:20;22/02/2012 06:38:03;43;;
1946;Retirada do Produto;22/02/2012 06:38:03;22/02/2012 06:38:03;0;;
1946;Alimentacao de Maquina;22/02/2012 06:38:03;22/02/2012 06:38:13;10;;
1946;Parada de curta duracao;22/02/2012 06:38:13;22/02/2012 06:38:20;7;;
1947;Maquina trabalhando;22/02/2012 06:38:20;22/02/2012 06:39:04;44;;
1947;Retirada do Produto;22/02/2012 06:39:04;22/02/2012 06:39:04;0;;
1947;Alimentacao de Maquina;22/02/2012 06:39:04;22/02/2012 06:39:14;10;;
1947;Parada de curta duracao;22/02/2012 06:39:14;22/02/2012 06:39:23;9;;
1948;Maquina trabalhando;22/02/2012 06:39:23;22/02/2012 06:40:06;43;;
1948;Retirada do Produto;22/02/2012 06:40:06;22/02/2012 06:40:06;0;;
1948;Alimentacao de Maquina;22/02/2012 06:40:06;22/02/2012 06:40:16;10;;
1948;Parada de curta duracao;22/02/2012 06:40:16;22/02/2012 06:40:20;4;;
1949;Maquina trabalhando;22/02/2012 06:40:21;22/02/2012 06:41:04;43;;
1949;Retirada do Produto;22/02/2012 06:41:04;22/02/2012 06:41:04;0;;
1949;Alimentacao de Maquina;22/02/2012 06:41:04;22/02/2012 06:41:14;10;;
1949;Parada de curta duracao;22/02/2012 06:41:14;22/02/2012 06:42:30;76;;
1950;Maquina trabalhando;22/02/2012 06:42:30;22/02/2012 06:43:13;43;;
1950;Retirada do Produto;22/02/2012 06:43:13;22/02/2012 06:43:13;0;;
1950;Alimentacao de Maquina;22/02/2012 06:43:13;22/02/2012 06:43:23;10;;
1950;Parada de curta duracao;22/02/2012 06:43:23;22/02/2012 06:44:16;53;;
1951;Maquina trabalhando;22/02/2012 06:44:16;22/02/2012 06:44:59;43;;
1951;Alimentacao de Maquina;22/02/2012 06:44:59;22/02/2012 06:45:09;10;;
1951;Retirada do Produto;22/02/2012 06:45:00;22/02/2012 06:45:00;0;;
1951;Parada de curta duracao;22/02/2012 06:45:09;22/02/2012 06:45:15;6;;
1952;Maquina trabalhando;22/02/2012 06:45:15;22/02/2012 06:45:58;43;;
1952;Retirada do Produto;22/02/2012 06:45:58;22/02/2012 06:45:58;0;;
1952;Falta de operador;22/02/2012 06:45:58;22/02/2012 06:48:36;158;;
1952;Falta de operador;22/02/2012 06:49:21;22/02/2012 06:52:20;179;;
1952;Alimentacao de Maquina;22/02/2012 06:53:06;22/02/2012 06:53:16;10;;
1952;Parada de curta duracao;22/02/2012 06:53:16;22/02/2012 06:53:47;31;;
1953;Maquina trabalhando;22/02/2012 06:53:48;22/02/2012 06:54:31;43;;
1953;Retirada do Produto;22/02/2012 06:54:31;22/02/2012 06:54:31;0;;
1953;Alimentacao de Maquina;22/02/2012 06:54:31;22/02/2012 06:54:41;10;;
1953;Parada de curta duracao;22/02/2012 06:54:41;22/02/2012 06:54:46;5;;
1954;Maquina trabalhando;22/02/2012 06:54:46;22/02/2012 06:55:30;44;;
1954;Retirada do Produto;22/02/2012 06:55:30;22/02/2012 06:55:30;0;;
1954;Alimentacao de Maquina;22/02/2012 06:55:30;22/02/2012 06:55:40;10;;
1954;Parada de curta duracao;22/02/2012 06:55:40;22/02/2012 06:55:46;6;;
1955;Maquina trabalhando;22/02/2012 06:55:46;22/02/2012 06:56:29;43;;
1955;Alimentacao de Maquina;22/02/2012 06:56:29;22/02/2012 06:56:39;10;;
1955;Retirada do Produto;22/02/2012 06:56:30;22/02/2012 06:56:30;0;;
1955;Parada de curta duracao;22/02/2012 06:56:39;22/02/2012 06:56:47;8;;
1956;Maquina trabalhando;22/02/2012 06:56:47;22/02/2012 06:57:31;44;;
1956;Retirada do Produto;22/02/2012 06:57:31;22/02/2012 06:57:31;0;;
1956;Alimentacao de Maquina;22/02/2012 06:57:31;22/02/2012 06:57:41;10;;
1956;Parada de curta duracao;22/02/2012 06:57:41;22/02/2012 06:57:45;4;;
1957;Maquina trabalhando;22/02/2012 06:57:46;22/02/2012 06:58:29;43;;
1957;Retirada do Produto;22/02/2012 06:58:29;22/02/2012 06:58:29;0;;
1957;Alimentacao de Maquina;22/02/2012 06:58:29;22/02/2012 06:58:39;10;;
1957;Parada de curta duracao;22/02/2012 06:58:39;22/02/2012 06:58:44;5;;
1958;Maquina trabalhando;22/02/2012 06:58:44;22/02/2012 06:59:27;43;;
1958;Alimentacao de Maquina;22/02/2012 06:59:27;22/02/2012 06:59:37;10;;
1958;Retirada do Produto;22/02/2012 06:59:28;22/02/2012 06:59:28;0;;
1958;Parada de curta duracao;22/02/2012 06:59:37;22/02/2012 06:59:42;5;;
1959;Maquina trabalhando;22/02/2012 06:59:42;22/02/2012 07:00:27;45;;
1959;Alimentacao de Maquina;22/02/2012 07:00:26;22/02/2012 07:00:36;10;;
1959;Retirada do Produto;22/02/2012 07:00:27;22/02/2012 07:00:27;0;;
1959;Parada de curta duracao;22/02/2012 07:00:36;22/02/2012 07:00:43;7;;
1960;Maquina trabalhando;22/02/2012 07:00:43;22/02/2012 07:01:27;44;;
1960;Retirada do Produto;22/02/2012 07:01:27;22/02/2012 07:01:27;0;;
1960;Alimentacao de Maquina;22/02/2012 07:01:27;22/02/2012 07:01:37;10;;
1960;Parada de curta duracao;22/02/2012 07:01:37;22/02/2012 07:02:03;26;;
1961;Maquina trabalhando;22/02/2012 07:02:03;22/02/2012 07:02:46;43;;
1961;Retirada do Produto;22/02/2012 07:02:46;22/02/2012 07:02:46;0;;
1961;Alimentacao de Maquina;22/02/2012 07:02:46;22/02/2012 07:02:56;10;;
1961;Parada de curta duracao;22/02/2012 07:02:56;22/02/2012 07:03:00;4;;
1962;Maquina trabalhando;22/02/2012 07:03:00;22/02/2012 07:03:44;44;;
1962;Alimentacao de Maquina;22/02/2012 07:03:44;22/02/2012 07:03:54;10;;
1962;Retirada do Produto;22/02/2012 07:03:45;22/02/2012 07:03:45;0;;
1962;Parada de curta duracao;22/02/2012 07:03:54;22/02/2012 07:04:00;6;;
1963;Maquina trabalhando;22/02/2012 07:04:00;22/02/2012 07:04:44;44;;
1963;Retirada do Produto;22/02/2012 07:04:44;22/02/2012 07:04:44;0;;
1963;Alimentacao de Maquina;22/02/2012 07:04:44;22/02/2012 07:04:54;10;;
1963;Parada de curta duracao;22/02/2012 07:04:54;22/02/2012 07:04:58;4;;
1964;Maquina trabalhando;22/02/2012 07:04:58;22/02/2012 07:05:42;44;;
1964;Retirada do Produto;22/02/2012 07:05:42;22/02/2012 07:05:42;0;;
1964;Alimentacao de Maquina;22/02/2012 07:05:42;22/02/2012 07:05:52;10;;
1964;Parada de curta duracao;22/02/2012 07:05:52;22/02/2012 07:05:56;4;;
1965;Maquina trabalhando;22/02/2012 07:05:56;22/02/2012 07:06:39;43;;
1965;Alimentacao de Maquina;22/02/2012 07:06:39;22/02/2012 07:06:49;10;;
1965;Retirada do Produto;22/02/2012 07:06:40;22/02/2012 07:06:40;0;;
1965;Parada de curta duracao;22/02/2012 07:06:49;22/02/2012 07:06:54;5;;
1966;Maquina trabalhando;22/02/2012 07:06:54;22/02/2012 07:07:37;43;;
1966;Retirada do Produto;22/02/2012 07:07:37;22/02/2012 07:07:37;0;;
1966;Alimentacao de Maquina;22/02/2012 07:07:37;22/02/2012 07:07:47;10;;
1966;Parada de curta duracao;22/02/2012 07:07:47;22/02/2012 07:07:52;5;;
1967;Maquina trabalhando;22/02/2012 07:07:52;22/02/2012 07:08:35;43;;
1967;Retirada do Produto;22/02/2012 07:08:35;22/02/2012 07:08:35;0;;
1967;Alimentacao de Maquina;22/02/2012 07:08:35;22/02/2012 07:08:45;10;;
1967;Parada de curta duracao;22/02/2012 07:08:45;22/02/2012 07:08:48;3;;
1968;Maquina trabalhando;22/02/2012 07:08:48;22/02/2012 07:09:32;44;;
1968;Retirada do Produto;22/02/2012 07:09:32;22/02/2012 07:09:32;0;;
1968;Alimentacao de Maquina;22/02/2012 07:09:32;22/02/2012 07:09:42;10;;
1968;Parada de curta duracao;22/02/2012 07:09:42;22/02/2012 07:09:46;4;;
1969;Maquina trabalhando;22/02/2012 07:09:46;22/02/2012 07:10:31;45;;
1969;Retirada do Produto;22/02/2012 07:10:31;22/02/2012 07:10:31;0;;
1969;Alimentacao de Maquina;22/02/2012 07:10:31;22/02/2012 07:10:41;10;;
1969;Parada de curta duracao;22/02/2012 07:10:41;22/02/2012 07:10:45;4;;
1970;Maquina trabalhando;22/02/2012 07:10:45;22/02/2012 07:11:29;44;;
1970;Retirada do Produto;22/02/2012 07:11:29;22/02/2012 07:11:29;0;;
1970;Alimentacao de Maquina;22/02/2012 07:11:29;22/02/2012 07:11:39;10;;
1970;Parada de curta duracao;22/02/2012 07:11:39;22/02/2012 07:11:43;4;;
1971;Maquina trabalhando;22/02/2012 07:11:43;22/02/2012 07:12:27;44;;
1971;Retirada do Produto;22/02/2012 07:12:27;22/02/2012 07:12:27;0;;
1971;Alimentacao de Maquina;22/02/2012 07:12:27;22/02/2012 07:12:37;10;;
1971;Parada de curta duracao;22/02/2012 07:12:37;22/02/2012 07:12:52;15;;
1972;Maquina trabalhando;22/02/2012 07:12:52;22/02/2012 07:13:35;43;;
1972;Retirada do Produto;22/02/2012 07:13:35;22/02/2012 07:13:35;0;;
1972;Alimentacao de Maquina;22/02/2012 07:13:35;22/02/2012 07:13:45;10;;
1972;Parada de curta duracao;22/02/2012 07:13:45;22/02/2012 07:13:50;5;;
1973;Maquina trabalhando;22/02/2012 07:13:50;22/02/2012 07:14:34;44;;
1973;Retirada do Produto;22/02/2012 07:14:34;22/02/2012 07:14:34;0;;
1973;Alimentacao de Maquina;22/02/2012 07:14:34;22/02/2012 07:14:44;10;;
1973;Parada de curta duracao;22/02/2012 07:14:44;22/02/2012 07:16:07;83;;
1974;Maquina trabalhando;22/02/2012 07:16:07;22/02/2012 07:16:51;44;;
1974;Retirada do Produto;22/02/2012 07:16:51;22/02/2012 07:16:51;0;;
1974;Alimentacao de Maquina;22/02/2012 07:16:51;22/02/2012 07:17:01;10;;
1974;Parada de curta duracao;22/02/2012 07:17:01;22/02/2012 07:17:05;4;;
1975;Maquina trabalhando;22/02/2012 07:17:05;22/02/2012 07:17:48;43;;
1975;Alimentacao de Maquina;22/02/2012 07:17:48;22/02/2012 07:17:58;10;;
1975;Retirada do Produto;22/02/2012 07:17:49;22/02/2012 07:17:49;0;;
1975;Parada de curta duracao;22/02/2012 07:17:58;22/02/2012 07:18:31;33;;
1976;Maquina trabalhando;22/02/2012 07:18:31;22/02/2012 07:19:14;43;;
1976;Retirada do Produto;22/02/2012 07:19:14;22/02/2012 07:19:14;0;;
1976;Alimentacao de Maquina;22/02/2012 07:19:14;22/02/2012 07:19:24;10;;
1976;Parada de curta duracao;22/02/2012 07:19:24;22/02/2012 07:19:29;5;;
1977;Maquina trabalhando;22/02/2012 07:19:29;22/02/2012 07:20:13;44;;
1977;Retirada do Produto;22/02/2012 07:20:13;22/02/2012 07:20:13;0;;
1977;Alimentacao de Maquina;22/02/2012 07:20:13;22/02/2012 07:20:23;10;;
1977;Parada de curta duracao;22/02/2012 07:20:23;22/02/2012 07:20:28;5;;
1978;Maquina trabalhando;22/02/2012 07:20:28;22/02/2012 07:21:12;44;;
1978;Retirada do Produto;22/02/2012 07:21:12;22/02/2012 07:21:12;0;;
1978;Alimentacao de Maquina;22/02/2012 07:21:12;22/02/2012 07:21:22;10;;
1978;Parada de curta duracao;22/02/2012 07:21:22;22/02/2012 07:22:25;63;;
1979;Maquina trabalhando;22/02/2012 07:22:25;22/02/2012 07:23:08;43;;
1979;Retirada do Produto;22/02/2012 07:23:08;22/02/2012 07:23:08;0;;
1979;Alimentacao de Maquina;22/02/2012 07:23:08;22/02/2012 07:23:18;10;;
1979;Parada de curta duracao;22/02/2012 07:23:18;22/02/2012 07:23:24;6;;
1980;Maquina trabalhando;22/02/2012 07:23:24;22/02/2012 07:24:08;44;;
1980;Retirada do Produto;22/02/2012 07:24:08;22/02/2012 07:24:08;0;;
1980;Alimentacao de Maquina;22/02/2012 07:24:08;22/02/2012 07:24:18;10;;
1980;Parada de curta duracao;22/02/2012 07:24:18;22/02/2012 07:24:21;3;;
1981;Maquina trabalhando;22/02/2012 07:24:21;22/02/2012 07:25:05;44;;
1981;Retirada do Produto;22/02/2012 07:25:05;22/02/2012 07:25:05;0;;
1981;Alimentacao de Maquina;22/02/2012 07:25:05;22/02/2012 07:25:15;10;;
1981;Parada de curta duracao;22/02/2012 07:25:15;22/02/2012 07:25:19;4;;
1982;Maquina trabalhando;22/02/2012 07:25:19;22/02/2012 07:26:02;43;;
1982;Alimentacao de Maquina;22/02/2012 07:26:02;22/02/2012 07:26:12;10;;
1982;Retirada do Produto;22/02/2012 07:26:03;22/02/2012 07:26:03;0;;
1982;Parada de curta duracao;22/02/2012 07:26:12;22/02/2012 07:26:16;4;;
1983;Maquina trabalhando;22/02/2012 07:26:17;22/02/2012 07:27:00;43;;
1983;Retirada do Produto;22/02/2012 07:27:00;22/02/2012 07:27:00;0;;
1983;Alimentacao de Maquina;22/02/2012 07:27:00;22/02/2012 07:27:10;10;;
1983;Parada de curta duracao;22/02/2012 07:27:10;22/02/2012 07:27:15;5;;
1984;Maquina trabalhando;22/02/2012 07:27:16;22/02/2012 07:27:59;43;;
1984;Retirada do Produto;22/02/2012 07:27:59;22/02/2012 07:27:59;0;;
1984;Alimentacao de Maquina;22/02/2012 07:27:59;22/02/2012 07:28:09;10;;
1984;Parada de curta duracao;22/02/2012 07:28:09;22/02/2012 07:28:13;4;;
1985;Maquina trabalhando;22/02/2012 07:28:14;22/02/2012 07:28:57;43;;
1985;Retirada do Produto;22/02/2012 07:28:57;22/02/2012 07:28:57;0;;
1985;Alimentacao de Maquina;22/02/2012 07:28:57;22/02/2012 07:29:07;10;;
1985;Parada de curta duracao;22/02/2012 07:29:07;22/02/2012 07:29:10;3;;
1986;Maquina trabalhando;22/02/2012 07:29:10;22/02/2012 07:29:54;44;;
1986;Retirada do Produto;22/02/2012 07:29:54;22/02/2012 07:29:54;0;;
1986;Alimentacao de Maquina;22/02/2012 07:29:54;22/02/2012 07:30:04;10;;
1986;Parada de curta duracao;22/02/2012 07:30:04;22/02/2012 07:30:09;5;;
